Run,Assay Type,AvgSpotLen,Bases,BioProject,BioSample,Bytes,Center Name,Consent,DATASTORE filetype,DATASTORE provider,DATASTORE region,disease,Experiment,Instrument,LibraryLayout,LibrarySelection,LibrarySource,Organism,Platform,ReleaseDate,Sample Name,source_name,SRA Study,GEO_Accession (exp),tissue,Cell_type
SRR7961262,RNA-Seq,49,2025705721,PRJNA494560,SAMN10172441,773094105,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794913,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415821,Colon,SRP163252,GSM3415821,Colon,
SRR7961263,RNA-Seq,49,1504741086,PRJNA494560,SAMN10172440,571062338,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794914,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415822,Stomach,SRP163252,GSM3415822,Stomach,
SRR7961264,RNA-Seq,49,1112153375,PRJNA494560,SAMN10172439,433710310,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794915,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415823,Thyroid gland,SRP163252,GSM3415823,Thyroid gland,
SRR7961265,RNA-Seq,49,1914575586,PRJNA494560,SAMN10172438,758397710,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794916,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415824,Pancreas,SRP163252,GSM3415824,Pancreas,
SRR7961266,RNA-Seq,49,1706728930,PRJNA494560,SAMN10172437,668368407,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794917,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415825,Tonsil,SRP163252,GSM3415825,Tonsil,
SRR7961267,RNA-Seq,49,1790104102,PRJNA494560,SAMN10172436,706458842,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794918,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415826,Bladder,SRP163252,GSM3415826,Bladder,
SRR7961268,RNA-Seq,49,1845756671,PRJNA494560,SAMN10172435,715339983,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794919,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415827,Skeletal muscle,SRP163252,GSM3415827,Skeletal muscle,
SRR7961269,RNA-Seq,49,1723833350,PRJNA494560,SAMN10172434,655542256,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794920,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415828,Small inestine,SRP163252,GSM3415828,Small inestine,
SRR7961270,RNA-Seq,49,1888771536,PRJNA494560,SAMN10172433,725051297,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794921,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415829,Adrenal gland,SRP163252,GSM3415829,Adrenal gland,
SRR7961271,RNA-Seq,49,1528954845,PRJNA494560,SAMN10172432,617325055,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794922,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415830,Bladder,SRP163252,GSM3415830,Bladder,
SRR7961272,RNA-Seq,49,1806971270,PRJNA494560,SAMN10172431,672791946,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794923,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415831,Skeletal muscle,SRP163252,GSM3415831,Skeletal muscle,
SRR7961273,RNA-Seq,49,1675035293,PRJNA494560,SAMN10172430,671478800,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794924,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415832,Tonsil,SRP163252,GSM3415832,Tonsil,
SRR7961274,RNA-Seq,49,1506901049,PRJNA494560,SAMN10172429,604856639,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794925,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415833,Thyroid gland,SRP163252,GSM3415833,Thyroid gland,
SRR7961275,RNA-Seq,49,1685682025,PRJNA494560,SAMN10172428,680729851,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794926,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415834,Pancreas,SRP163252,GSM3415834,Pancreas,
SRR7961276,RNA-Seq,49,1902108069,PRJNA494560,SAMN10172427,762523268,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794927,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415835,Bladder,SRP163252,GSM3415835,Bladder,
SRR7961277,RNA-Seq,49,1721906466,PRJNA494560,SAMN10172426,692182238,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794928,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415836,Bladder,SRP163252,GSM3415836,Bladder,
SRR7961278,RNA-Seq,49,1552339020,PRJNA494560,SAMN10172425,623413270,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794929,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415837,Colon,SRP163252,GSM3415837,Colon,
SRR7961279,RNA-Seq,49,1989345771,PRJNA494560,SAMN10172424,753003367,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794930,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415838,Small inestine,SRP163252,GSM3415838,Small inestine,
SRR7961280,RNA-Seq,49,2049701220,PRJNA494560,SAMN10172423,832517963,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794931,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415839,Liver,SRP163252,GSM3415839,Liver,
SRR7961281,RNA-Seq,49,1497514520,PRJNA494560,SAMN10172422,587244623,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794932,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415840,Skin,SRP163252,GSM3415840,Skin,
SRR7961282,RNA-Seq,49,1568377990,PRJNA494560,SAMN10172421,615067327,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794933,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415841,Skeletal muscle,SRP163252,GSM3415841,Skeletal muscle,
SRR7961283,RNA-Seq,49,1669963675,PRJNA494560,SAMN10172420,677474785,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794934,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415842,Tonsil,SRP163252,GSM3415842,Tonsil,
SRR7961284,RNA-Seq,49,1667437583,PRJNA494560,SAMN10172419,670212352,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794935,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415843,Brain (mixed white and gray matter),SRP163252,GSM3415843,Brain (mixed white and gray matter),
SRR7961285,RNA-Seq,49,2016041519,PRJNA494560,SAMN10172418,1012351929,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794936,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415844,Stomach,SRP163252,GSM3415844,Stomach,
SRR7961286,RNA-Seq,49,1736773601,PRJNA494560,SAMN10172488,698511812,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794937,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415845,Kidney,SRP163252,GSM3415845,Kidney,
SRR7961287,RNA-Seq,49,2228821111,PRJNA494560,SAMN10172487,1122890516,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794938,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415846,Thyroid gland,SRP163252,GSM3415846,Thyroid gland,
SRR7961288,RNA-Seq,49,2051181381,PRJNA494560,SAMN10172486,829703876,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794939,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415847,Adrenal gland,SRP163252,GSM3415847,Adrenal gland,
SRR7961289,RNA-Seq,49,1450811446,PRJNA494560,SAMN10172485,589748479,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794940,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415848,Pancreas,SRP163252,GSM3415848,Pancreas,
SRR7961290,RNA-Seq,49,1936747652,PRJNA494560,SAMN10172484,783005722,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794941,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415849,Esophagus,SRP163252,GSM3415849,Esophagus,
SRR7961291,RNA-Seq,49,1445414962,PRJNA494560,SAMN10172483,585361842,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794942,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415850,Lung,SRP163252,GSM3415850,Lung,
SRR7961292,RNA-Seq,49,2141392775,PRJNA494560,SAMN10172482,1065272815,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794943,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415851,Colon,SRP163252,GSM3415851,Colon,
SRR7961293,RNA-Seq,49,1587221035,PRJNA494560,SAMN10172481,642754001,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794944,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415852,Ovary,SRP163252,GSM3415852,Ovary,
SRR7961294,RNA-Seq,49,1740509684,PRJNA494560,SAMN10172480,705595961,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794945,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415853,Uterus (myometrium),SRP163252,GSM3415853,Uterus (myometrium),
SRR7961295,RNA-Seq,49,1765942651,PRJNA494560,SAMN10172479,663850195,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794946,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415854,Brain (mixed white and gray matter),SRP163252,GSM3415854,Brain (mixed white and gray matter),
SRR7961296,RNA-Seq,49,1516826010,PRJNA494560,SAMN10172478,616538449,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794947,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415855,Cervix,SRP163252,GSM3415855,Cervix,
SRR7961297,RNA-Seq,49,1724177553,PRJNA494560,SAMN10172477,700639976,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794948,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415856,Esophagus,SRP163252,GSM3415856,Esophagus,
SRR7961298,RNA-Seq,49,2306184274,PRJNA494560,SAMN10172476,1044857502,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794949,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415857,Lung,SRP163252,GSM3415857,Lung,
SRR7961299,RNA-Seq,49,1523577492,PRJNA494560,SAMN10172475,597656883,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794950,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415858,Mammary gland,SRP163252,GSM3415858,Mammary gland,
SRR7961300,RNA-Seq,49,2156886345,PRJNA494560,SAMN10172474,828751223,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794951,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415859,Thyroid gland,SRP163252,GSM3415859,Thyroid gland,
SRR7961301,RNA-Seq,49,1702447867,PRJNA494560,SAMN10172473,649845442,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794952,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415860,Adrenal gland,SRP163252,GSM3415860,Adrenal gland,
SRR7961302,RNA-Seq,49,1717111662,PRJNA494560,SAMN10172510,648138043,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794953,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415861,Pancreas,SRP163252,GSM3415861,Pancreas,
SRR7961303,RNA-Seq,49,1752780019,PRJNA494560,SAMN10172509,658737961,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794954,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415862,Small inestine,SRP163252,GSM3415862,Small inestine,
SRR7961304,RNA-Seq,49,2096037517,PRJNA494560,SAMN10172508,800973950,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794955,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415863,Skin,SRP163252,GSM3415863,Skin,
SRR7961305,RNA-Seq,49,1806194844,PRJNA494560,SAMN10172507,699495803,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794956,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415864,Skeletal muscle,SRP163252,GSM3415864,Skeletal muscle,
SRR7961306,RNA-Seq,49,2363819968,PRJNA494560,SAMN10172506,902739227,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794957,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415865,Tonsil,SRP163252,GSM3415865,Tonsil,
SRR7961307,RNA-Seq,49,1699485363,PRJNA494560,SAMN10172505,638082762,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794958,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415866,Stomach,SRP163252,GSM3415866,Stomach,
SRR7961308,RNA-Seq,49,2051796424,PRJNA494560,SAMN10172504,781389179,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794959,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415867,Bladder,SRP163252,GSM3415867,Bladder,
SRR7961309,RNA-Seq,49,1620800495,PRJNA494560,SAMN10172503,656599403,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794960,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415868,Kidney,SRP163252,GSM3415868,Kidney,
SRR7961310,RNA-Seq,49,1942913706,PRJNA494560,SAMN10172493,779614048,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794961,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415869,Liver,SRP163252,GSM3415869,Liver,
SRR7961311,RNA-Seq,49,1717882610,PRJNA494560,SAMN10172492,693186250,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794962,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415870,Pancreas,SRP163252,GSM3415870,Pancreas,
SRR7961312,RNA-Seq,49,1447620067,PRJNA494560,SAMN10172491,572824094,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794963,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415871,Uterus (myometrium),SRP163252,GSM3415871,Uterus (myometrium),
SRR7961313,RNA-Seq,49,1732441406,PRJNA494560,SAMN10172490,692184552,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794964,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415872,Cervix,SRP163252,GSM3415872,Cervix,
SRR7961314,RNA-Seq,49,1670925420,PRJNA494560,SAMN10172489,664983229,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794965,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415873,Stomach,SRP163252,GSM3415873,Stomach,
SRR7961315,RNA-Seq,49,2404981378,PRJNA494560,SAMN10172472,952138963,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794966,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415874,Tonsil,SRP163252,GSM3415874,Tonsil,
SRR7961316,RNA-Seq,49,1878302360,PRJNA494560,SAMN10172470,749456608,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794967,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415875,Mammary gland,SRP163252,GSM3415875,Mammary gland,
SRR7961317,RNA-Seq,49,1920429897,PRJNA494560,SAMN10172468,765854142,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794968,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415876,Skin,SRP163252,GSM3415876,Skin,
SRR7961318,RNA-Seq,49,1937503086,PRJNA494560,SAMN10172467,772309549,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794969,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415877,Small inestine,SRP163252,GSM3415877,Small inestine,
SRR7961319,RNA-Seq,49,1978379377,PRJNA494560,SAMN10172466,790814759,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794970,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415878,Ovary,SRP163252,GSM3415878,Ovary,
SRR7961320,RNA-Seq,49,1853252411,PRJNA494560,SAMN10172465,740332000,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794971,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415879,Stomach,SRP163252,GSM3415879,Stomach,
SRR7961321,RNA-Seq,49,1540629431,PRJNA494560,SAMN10172464,607828010,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794972,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415880,Skin,SRP163252,GSM3415880,Skin,
SRR7961322,RNA-Seq,49,1583066210,PRJNA494560,SAMN10172463,615798831,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794973,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415881,Small inestine,SRP163252,GSM3415881,Small inestine,
SRR7961323,RNA-Seq,49,1700044258,PRJNA494560,SAMN10172462,683656632,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794974,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415882,Prostate,SRP163252,GSM3415882,Prostate,
SRR7961324,RNA-Seq,49,1694813042,PRJNA494560,SAMN10172461,676205723,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794975,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415883,Skin,SRP163252,GSM3415883,Skin,
SRR7961325,RNA-Seq,49,1685165651,PRJNA494560,SAMN10172460,667304965,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794976,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415884,Small intestine,SRP163252,GSM3415884,Small intestine,
SRR7961326,RNA-Seq,49,1617501380,PRJNA494560,SAMN10172459,636447935,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794977,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415885,Stomach,SRP163252,GSM3415885,Stomach,
SRR7961327,RNA-Seq,49,1437449110,PRJNA494560,SAMN10172458,586841670,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794978,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415886,Prostate,SRP163252,GSM3415886,Prostate,
SRR7961328,RNA-Seq,49,1892265738,PRJNA494560,SAMN10172457,729811062,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794979,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415887,Colon,SRP163252,GSM3415887,Colon,
SRR7961329,RNA-Seq,49,1869444435,PRJNA494560,SAMN10172456,738951644,GEO,public,"fastq,sra","gs,ncbi,s3","gs.US,ncbi.public,s3.us-east-1",healthy,SRX4794980,Illumina HiSeq 3000,SINGLE,cDNA,TRANSCRIPTOMIC,Homo sapiens,ILLUMINA,2018-10-04T00:00:00Z,GSM3415888,Brain (mixed white and gray matter),SRP163252,GSM3415888,Brain (mixed white and gray matter),
